lat_idx,lon_idx,lat,lon,EPHI_p1,EPHI_p2,EPHI_change,EPHI_change_pct
15,210,51.25,122.5,0.2039315422730926,0.19477129737942198,-0.009160244893670622,-4.4918234774117405
15,211,51.25,122.75,0.20441578419596954,0.19188987118431555,-0.012525913011653983,-6.127664290173223
15,212,51.25,123.0,0.19550847244220074,0.18631110476884027,-0.009197367673360463,-4.704332021252702
15,213,51.25,123.25,0.18975410222091083,0.18880422843458913,-0.0009498737863216922,-0.5005814236447198
15,214,51.25,123.5,0.18457981302075233,0.18554640066632078,0.0009665876455684508,0.5236692083222434
15,215,51.25,123.75,0.20193563947767523,0.20659755625982448,0.00466191678214925,2.3086151578828376
15,216,51.25,124.0,0.20234821149798593,0.20786453787133607,0.005516326373350144,2.726155241260954
15,217,51.25,124.25,0.19546420328610173,0.1989988460324598,0.003534642746358063,1.8083325166114395
15,218,51.25,124.5,0.2213254438129064,0.22002101943783803,-0.0013044243750683637,-0.5893693705505618
15,219,51.25,124.75,0.21690958940596577,0.2132669527332222,-0.0036426366727435877,-1.679334086943508
15,220,51.25,125.0,0.23298842373265483,0.22440151050313356,-0.008586913229521265,-3.685553596162535
15,221,51.25,125.25,0.21939206618717574,0.21486228939298244,-0.004529776794193308,-2.0646948966371004
15,222,51.25,125.5,0.20045890030498856,0.1996195846336329,-0.0008393156713556449,-0.41869713446430495
15,223,51.25,125.75,0.20406820100495404,0.1978296676782223,-0.006238533326731743,-3.0570825322169104
15,224,51.25,126.0,0.18587477817200287,0.17697267252066,-0.008902105651342862,-4.78930263637228
